pen,Start,End,Species,Study,Diet,average feed intake g per d,"average feed intake, g","ME, kcal",Overall,"NDF,g","ADF,g","NFC,g","Crude fiber,g","Starch,g","CP,g","Arginine,g","Histidine,g","Isoleucine,g","Leucine,g","Lysine,g","Methionine,g","Phenylalanine,g","Threonine,g","Tryptophan,g","Valine,g","Alanine,g","Aspartic acid,g","Cystine,g","Met + Cys,g","Glutamic acid,g","Glycine,g","Proline,g","Serine,g","Tyrosine,g","Phe + Tyr,g","Ether extract,g","SFA,g","MUFA,g","PUFA,g","n-3 PUFA,g","n-6 PUFA,g","n-3:n-6 ratio,g","C14,g","C15:0,g","C15:1,g","C16:0,g","C16:1,g","C17:0,g","C17:1,g","C18:0,g","C18:1,g","C18:2 cis n-6 LA,g","C18:3 cis n-3 ALA,g","C20:0,g","C20:1,g","C20:4n-6 ARA,g","C20:5n-3 EPA,g","C22:0,g","C22:1,g","C22:5,g","C22:6n-3 DHA,g","C24:0,g","Ash,mg",Vitamin A IU,"beta-carotene,mg",Vitamin D3 IU,"Vitamin D3 25-Hydroxyvitamin D, IU",Vitamin E IU,Vitamin K mg,AST ppm,Thiamin mg,Riboflavin mg,Niacin mg,Pantothenic acid mg,Pyridoxine mg,Biotin mg,Folic acid mg,Vitamin B12 mg ,Choline mg,"Calcium,g","Total Phosphorus,g","Inorganic available P,g",Ca:P ratio,"Na,g","Cl,g","K,g","Mg,g","S,mg",Cu mg,I mg,"Fe,mg","Mn,mg","Se,mg","Zn,mg",average feed intake g per d,"bodyweightgain,g",akp U per ml,alt (U per L),glucose (g per L),"nefa,umol per L",pip mg per dL,tc mg per g,tg mg per g,trap U per L,uric acid mmol per L,BCA,breast mTOR,breast S6K1,breast 4E-BP1,breast MURF1,breast MAFbx,breast AMPK,breast LAT1,breast CAT1,breast SNAT2,breast VDAC1,breast ANTKMT,breast AKT1,IGF1,IGFR,IRS1,FOXO1,LC3-1,MyoD,MyoG,Pax3,Pax7,Mrf4,Mrf5,liver mTOR,liver S6K1,liver 4E-BP1,liver MURF1,liver MAFbx,liver AMPK,breast weight (g),breast PH,breast WHC,breast HARDNESS,breast SPRINGINESS,breast CHEWINESS,breast COHESIVENESS,breast GUMMINESS,breast RESILIENCE,Thigh Weight (g),thigh PH,thigh WHC,thigh HARDNESS,thigh SPRINGINESS,thigh CHEWINESS,liver weight(g),Plasma SFA,Plasma MUFA,Plasma PUFA,Plasma n-3,Plasma n-6,Plasma C16:0 ,Plasma C16:1 ,Plasma C18:0 ,Plasma C18:1 ,Plasma C18:2 ,Plasma C18:3 ,Plasma C20:5,Plasma C22:6,Liver SFA,Liver MUFA,Liver PUFA,Liver n-3,Liver n-6,Liver C16:00 ,Liver C16:1 ,Liver C18:0 ,Liver C18:1,Liver C18:2,Liver C18:3 ,Liver C20:5,Liver C22:6,Breast SFA,Breast MUFA,Breast PUFA,Breast n-3,Breast n-6,Breast C16:0,Breast C16:01,Breast C18:0,Breast C18:01,Breast C18:2,Breast C18:3 ,Breast C20:4,Breast C20:5,Breast C22:6,Thigh SFA,Thigh MUFA,Thigh PUFA,Thigh n-3,Thigh n-6,Thigh C16:0,Thigh C16:01,Thigh C18:0,Thigh C18:1,Thigh C18:2,Thigh C18:3,Thigh C20:4,Thigh C22:6
5,1,21,B,broiler chicken DHA,S 1%,51.51625,1390.93875,4082.405231,0,119.4595644,43.00539201,719.3338363,33.66764323,464.1794715,319.9159125,17.38673438,4.868285625,11.12751,16.691265,15.30032625,6.95469375,10.014759,11.12751,2.7818775,12.51844875,16.3209985,33.29041925,6.297215085,11.41449961,56.34363641,13.84421089,19.09127974,16.09939413,11.369034,28.22055044,62.45314988,5.633066569,9.209660681,17.29798888,0.329454275,14.14457021,314.3237823,0.10791865,0,0,3.61644075,0.08524878,0,0,0.403372238,3.296524838,8.192629238,0.570284888,0.208027368,0.068041415,0,0,0.086467796,0,0,0.639831825,0.057105408,4585.737143,6328.771313,157.1760788,625.9224375,0,10.43204063,1.04598594,0,1.488304463,5.216020313,21.142269,4.17281625,5.257748475,0.21142269,0.52299297,0.008345633,2190.728531,0.014048481,0.01112751,6.259224375,1.2625,2.7818775,4.868285625,13.81480367,2.706766808,3.620613566,16.691265,0.073719754,94.30564725,42.00635025,0.125184488,73.71975375,51.51625,39.86,304.86,2.768294058,2.157422668,476.4833875,90.38208169,44.3086455,24.59952,,188.884638,,0.493515577,0.861701402,2.651008984,2.470527033,0.856715789,3.966307465,,,,,,,,,,,,,,,,,,1.128,2.644,2.744,0.162,1.395,0.317,,,,,,,,,,,,,,,,,1.099841027,,0.719608161,0.227069045,0.492539116,0.666913798,,0.43292723,,0.492539116,,,0.227069045,12.72166228,0.815740214,6.162332311,3.014103432,3.148228879,7.395549805,0.815740214,5.326112474,,3.148228879,,,2.635716716,2.315005922,2.423226564,1.815704173,0.381438322,1.434265852,1.75696387,0.321064758,0.558042052,2.102161806,1.243892007,0.190373845,0.190373845,,0.381438322,2.447658564,2.17627678,2.240411341,0.436351187,1.804060154,1.671751655,0.314154745,0.775906909,1.862122035,1.515656986,0.099952394,0.288403169,0.436351187
6,1,21,B,broiler chicken DHA,S 1%,55.8625,1508.2875,4426.823813,0,129.5379597,46.63361,780.0215744,36.50806726,503.3407075,346.906125,18.85359375,5.27900625,12.0663,18.09945,16.5911625,7.5414375,10.85967,12.0663,3.016575,13.5745875,17.69794538,36.09901819,6.828489606,12.37750194,61.09715651,15.01219966,20.70194578,17.45764501,12.32820055,30.60142186,67.72210875,6.108309149,9.986648287,18.7573611,0.357249207,15.33789927,340.8422059,0.11702338,0,0,3.9215475,0.09244093,0,0,0.437403375,3.574641375,8.883813375,0.618397875,0.225577927,0.073781837,0,0,0.093762788,0,0,0.69381225,0.061923196,4972.620118,6862.708125,170.4364875,678.729375,0,11.31215625,1.1342322,0,1.613867625,5.656078125,22.92597,4.5248625,5.70132675,0.2292597,0.5671161,0.009049725,2375.552813,0.015233704,0.0120663,6.78729375,1.2625,3.016575,5.27900625,14.98031145,2.935127475,3.926072363,18.09945,0.079939238,102.2618925,45.5502825,0.135745875,79.9392375,55.8625,42.5,390.65,3.105648889,1.990893489,649.5259,106.7193676,51.044446,34.28437,,278.999411,,0.484119835,0.94175815,3.850262989,4.949489734,1.438677564,5.398573701,,,,,,,,,,,,,,,,,,0.809,2.805,4.178,0.21,1.319,0.456,,,,,,,,,,,,,,,,,1.110801649,,0.958781857,0.286615307,0.672166549,0.676706817,,0.54261854,,0.672166549,,,0.286615307,13.14849306,1.072932771,6.10029641,2.732705868,3.367590542,7.870860167,1.331899628,5.277632896,,3.367590542,,,2.420985206,2.22209721,2.323336269,1.766628577,0.375675039,1.390953538,1.682738011,0.348689868,0.5393592,1.974646401,1.208108157,0.182845381,0.182845381,,0.375675039,3.086549594,3.371138072,2.651665929,0.449716638,2.201949291,2.248681329,0.579667145,0.837868265,2.791470927,1.909707039,0.099952394,0.292242252,0.409735681
1,1,21,B,broiler chicken DHA,s 2%,49.5475,1337.7825,3926.391638,0,113.058795,41.01182286,674.9616254,31.96549278,432.5545334,307.689975,16.72228125,4.68223875,10.70226,16.05339,14.7156075,6.6889125,9.632034,10.70226,2.675565,12.0400425,15.57702171,31.9244777,6.034801071,10.90620494,53.90932909,13.25436507,18.2233401,15.41395003,10.92365364,27.10519919,69.37975709,5.316312186,8.647636859,16.24208424,0.306876603,13.1752355,292.7830111,0.10359356,0,0,3.785924475,0.08070247,0,0,0.387956925,2.876232375,7.264158975,0.535113,0.194545479,0.063645513,0,0,0.081903872,0,0,0.98995905,0.053191945,4380.53281,6086.910375,302.3389103,602.002125,0,10.03336875,1.00601244,0,1.431427275,5.016684375,20.334294,4.0133475,5.05681785,0.20334294,0.50300622,0.008026695,2107.007438,0.013511603,0.01070226,6.02002125,1.2625,2.675565,4.668860925,13.30424696,2.58459579,3.454154415,16.05339,0.070902473,90.7016535,40.4010315,0.120400425,70.9024725,49.5475,39.88,208.65,2.783177359,1.79066969,742.02155,81.4229249,66.117566,32.209045,,261.6892288,,0.44603362,0.859347834,4.475250513,22.58680219,10.68098894,4.524165221,,,,,,,,,,,,,,,,,,0.654,2.158,2.629,0.058,1.098,0.338,,,,,,,,,,,,,,,,,1.151314826,,1.11118218,0.560260742,0.550921437,0.701513157,,0.449801669,,0.550921437,,,0.443653821,8.819049261,0.406115605,6.559774247,3.899843526,2.659930721,4.733210272,0.406115605,4.085838989,,2.659930721,,,3.15674509,2.500747243,2.513599368,2.084205127,0.522638396,1.561566731,1.972685117,0.454048565,0.528062126,2.059550804,1.417807323,0.143759408,0.143759408,,0.522638396,2.966040648,2.425684021,2.564640878,0.701629357,1.863011521,2.068189345,0.38897989,0.897851303,2.036704131,1.571385447,0.078172159,0.291626074,0.701629357
2,1,21,B,broiler chicken DHA,s 2%,58.2425,1572.5475,4615.426913,0,132.8992758,48.20891251,793.4094044,37.57505854,508.462736,361.685925,19.65684375,5.50391625,12.58038,18.87057,17.2980225,7.8627375,11.322342,12.58038,3.145095,14.1529275,18.31060471,37.52684581,7.093837255,12.82011487,63.36977849,15.58034931,21.42132067,18.11891588,12.8406256,31.86184094,81.55508355,6.249262071,10.16519481,19.09237785,0.360729816,15.48733344,344.1629653,0.121773,0,0,4.450309425,0.0948648,0,0,0.456038775,3.380977125,8.538932925,0.629019,0.228685908,0.074814548,0,0,0.096277032,0,0,1.16368515,0.062526501,5149.264487,7155.091125,355.3958117,707.646375,0,11.79410625,1.18255572,0,1.682625825,5.897053125,23.902722,4.7176425,5.94422955,0.23902722,0.59127786,0.009435285,2476.762313,0.01588273,0.01258038,7.07646375,1.2625,3.145095,5.488190775,15.63898489,3.03816177,4.060317645,18.87057,0.083345018,106.6187205,47.4909345,0.141529275,83.3450175,58.2425,35.27,87.64,2.46566693,2.066706384,693.19485,74.17654809,63.6210805,33.592595,,276.962919,,0.161753071,0.308980254,1.160785924,1.225851207,0.278788045,1.645699694,,,,,,,,,,,,,,,,,,0.675,2.462,3.749,0.123,0.528,0.51,,,,,,,,,,,,,,,,,1.567947562,,1.601320644,0.785620147,0.815700498,0.903881284,,0.664066278,,0.815700498,,,0.380807067,12.36060715,0.939562927,5.845913885,3.335420263,2.510493622,7.403275725,0.939562927,4.957331427,,2.510493622,,,2.81602189,1.868904757,2.380410063,1.418721213,0.339245073,1.07947614,1.450475222,0.390095305,0.418429535,1.990314758,0.969007643,0.110468497,0.110468497,,0.339245073,3.432849462,3.434882322,2.766084568,0.636346012,2.129738556,2.59915402,0.583624766,0.833695442,2.851257556,1.90518208,0.078172159,0.224556476,0.636346012
3,1,21,B,broiler chicken DHA,s 2%,60.84125,1642.71375,4821.364856,0,138.8291723,50.35996907,828.8109186,39.25163807,531.1500783,377.8241625,20.53392188,5.749498125,13.14171,19.712565,18.06985125,8.21356875,11.827539,13.14171,3.2854275,14.78442375,19.12761435,39.20127411,7.410360577,13.39214171,66.19730498,16.27553638,22.37712884,18.92737247,13.41356763,33.28349968,85.19402888,6.528100889,10.6187605,19.9442698,0.376825393,16.17837019,359.5193375,0.12720645,0,0,4.648879913,0.09909762,0,0,0.476386988,3.531834563,8.919935663,0.6570855,0.238889754,0.078152734,0,0,0.100572863,0,0,1.215608175,0.065316401,5379.021985,7474.347563,371.2533877,739.2211875,0,12.32035313,1.23532074,0,1.757703713,6.160176563,24.969249,4.92814125,6.209457975,0.24969249,0.61766037,0.009856283,2587.274156,0.016591409,0.01314171,7.392211875,1.2625,3.2854275,5.733070988,16.33678824,3.173722965,4.241486903,19.712565,0.087063829,111.3759923,49.60995525,0.147844238,87.06382875,60.84125,44.11,181.57,2.982861653,2.154182801,857.899,70.02635046,55.8961065,22.66255,,183.284285,,0.741311443,1.28216908,3.437198203,6.56288399,2.568902094,7.486762087,,,,,,,,,,,,,,,,,,0.533482435,1.713950889,2.637745702,0.051917434,0.469662012,0.269365426,,,,,,,,,,,,,,,,,0.676105706,,0.627004056,0.225099178,0.401904878,0.390224567,,0.285881139,,0.401904878,,,0.380807067,13.8817881,1.600229662,6.267671743,3.492884428,2.774787315,8.754034267,1.600229662,5.127753835,,2.774787315,,,3.075080566,2.250404607,2.305038545,1.871479833,0.378930881,1.492548952,1.770172711,0.391812598,0.480231896,1.913225947,1.359966455,0.132582497,0.132582497,,0.378930881,3.262873816,3.662523562,2.55272963,0.599935215,1.952794415,2.357242607,0.58103147,0.905631209,3.081492092,1.671503236,0.078172159,0.281291179,0.599935215
4,1,21,B,broiler chicken DHA,s 2%,56.63375,1529.11125,4487.941519,0,129.2283876,46.87730607,771.4941814,36.53717597,494.4181907,351.6955875,19.11389063,5.351889375,12.23289,18.349335,16.82022375,7.64555625,11.009601,12.23289,3.0582225,13.76200125,17.80483683,36.49029495,6.897894246,12.46600301,61.61940494,15.14999541,20.8296299,17.61844276,12.48594721,30.98176648,79.30240311,6.076647566,9.884416045,18.56501616,0.350765888,15.05954879,334.6566397,0.11840944,0,0,4.327384838,0.09224449,0,0,0.443442263,3.287589188,8.303074088,0.6116445,0.222369242,0.072748052,0,0,0.093617708,0,0,1.131542325,0.060799421,5007.033655,6957.456188,345.5792171,688.1000625,0,11.46833438,1.14989166,0,1.636149038,5.734167188,23.242491,4.58733375,5.780040525,0.23242491,0.57494583,0.009174668,2408.350219,0.015444024,0.01223289,6.881000625,1.2625,3.0582225,5.336598263,15.20701138,2.954242935,3.948165248,18.349335,0.081042896,103.6737428,46.17915975,0.137620013,81.04289625,56.63375,44.78,208.65,2.982861653,2.090681402,441.1528,91.40316206,40.022227,23.077615,,261.6892288,,0.482466556,1.066682839,3.79925266,8.23773108,3.28401562,7.264218664,,,,,,,,,,,,,,,,,,0.822108487,2.732607824,2.729244658,0.058128969,0.690679104,0.410497862,,,,,,,,,,,,,,,,,1.008095583,,0.97619541,0.361388895,0.614806515,0.633174919,,0.374920664,,0.614806515,,,0.361388895,9.668406756,0.265026812,7.538747296,4.715105754,2.823641542,4.933415004,0.265026812,4.734991752,,2.823641542,,,3.625648891,2.260127704,2.08729007,1.955531108,0.522685786,1.432845322,1.757853961,0.288531617,0.502273743,1.798758452,1.306802131,0.126043192,0.126043192,,0.522685786,3.537691259,3.297077235,2.979026277,0.768421464,2.210604813,2.53828677,0.55325166,0.999404489,2.743825575,1.948269522,0.078172159,0.262335291,0.768421464
5,1,21,B,broiler chicken DHA,s 2%,52.14312,1407.86424,4132.081544,0,118.9815494,43.16028862,710.3205011,33.64005299,455.2145505,323.8087752,17.598303,4.92752484,11.26291392,16.89437088,15.48650664,7.0393212,10.13662253,11.26291392,2.81572848,12.67077816,16.39304732,33.59688928,6.350943164,11.47754282,56.73345004,13.94871483,19.17799707,16.22143289,11.4959056,28.52514565,73.01431958,5.594815162,9.100656268,17.09295015,0.322952794,13.86543994,308.1208877,0.10902046,0,0,3.984255799,0.08493019,0,0,0.40828063,3.026908116,7.644702823,0.563145696,0.204737035,0.066979679,0,0,0.086194529,0,0,1.041819538,0.055978484,4610.013582,6405.782292,318.1773869,633.538908,0,10.5589818,1.058713908,0,1.506414737,5.2794909,21.39953645,4.22359272,5.321726827,0.213995364,0.529356954,0.008447185,2217.386178,0.014219429,0.011262914,6.33538908,1.2625,2.81572848,4.913446198,14.00120987,2.719993712,3.635105468,16.89437088,0.074616805,95.45319547,42.51750005,0.126707782,74.61680472,52.14312,40.79,274.72,3.249520803,1.798445371,927.3567,139.9868248,49.160306,17.820125,,205.685697,,0.486844612,1.039473245,4.340317097,3.322589641,1.008544315,6.312040836,,,,,,,,,,,,,,,,,,0.438,1.796,2.121,0.06,0.473,0.218,,,,,,,,,,,,,,,,,0.975851292,,0.968767989,0.502093983,0.466674006,0.553377066,,0.422474226,,0.466674006,,,0.337378485,9.687739612,0.343392981,8.627860113,5.690981914,2.936878199,5.188184747,0.343392981,4.499554866,,2.936878199,,,4.701102289,2.291171117,2.365666564,1.936800928,0.505827187,1.430973741,1.788950925,0.399472776,0.502220193,1.966193787,1.320638189,0.110335552,0.110335552,,0.505827187,3.204177405,3.066068729,2.911166946,0.742446352,2.168720594,2.387998058,0.508682287,0.816179347,2.557386442,1.914576446,0.078172159,0.254144148,0.664274193
6,1,21,B,broiler chicken DHA,s 2%,57.31688,1547.55576,4542.076156,0,130.7871717,47.44275149,780.8001309,36.97789623,500.3819826,355.9378248,19.344447,5.41644516,12.38044608,18.57066912,17.02311336,7.7377788,11.14240147,12.38044608,3.09511152,13.92800184,18.01960308,36.93044972,6.981098316,12.61637096,62.36267312,15.33273832,21.08088194,17.83096068,12.63655573,31.35547604,80.25896789,6.149945559,10.00364426,18.78895188,0.354996911,15.24120071,338.6933491,0.11983772,0,0,4.379582801,0.09335716,0,0,0.44879117,3.327244884,8.403227777,0.619022304,0.225051513,0.073625556,0,0,0.094746948,0,0,1.145191262,0.061532798,5067.429707,7041.378708,349.7476773,696.400092,0,11.6066682,1.163761932,0,1.655884663,5.8033341,23.52284755,4.64266728,5.849760773,0.235228476,0.581880966,0.009285335,2437.400322,0.015630313,0.012380446,6.96400092,1.2625,3.09511152,5.400969602,15.39044203,2.989877728,3.995788972,18.57066912,0.082020455,104.9242805,46.73618395,0.139280018,82.02045528,57.31688,43.37,290.67,3.43308152,1.722632476,558.7495,91.40316206,45.8159575,42.86238,,380.824014,,0.246220988,0.659941,1.86223217,10.83291448,5.038078342,3.649143127,,,,,,,,,,,,,,,,,,0.969,3.719,4.772,0.157,1.595,0.551,,,,,,,,,,,,,,,,,1.075862994,,1.056894056,0.486892589,0.570001467,0.636434198,,0.439428795,,0.570001467,,,0.380807067,10.88351818,0.710865597,6.967993457,4.226847177,2.74114628,6.202424003,0.710865597,4.681094174,,2.74114628,,,3.474919745,2.234271086,2.330400922,1.853347642,0.453865465,1.399482177,1.748027587,0.384792172,0.486243499,1.94560875,1.274844348,0.124637829,0.124637829,,0.453865465,3.280726518,3.177247174,2.75472966,0.68975568,2.06497398,2.39017416,0.523114015,0.890552358,2.654133159,1.802183346,0.078172159,0.262790634,0.674121248
1,1,21,B,broiler chicken DHA,S 4%,56.26,1519.02,4458.3237,0,124.2062739,45.77306815,728.0497547,35.35234123,459.6073649,349.3746,18.98775,5.31657,12.15216,18.22824,16.70922,7.5951,10.936944,12.15216,3.03804,13.67118,17.41431317,36.03702505,6.802995195,12.2201142,60.57487229,14.91211579,20.37806928,17.34291387,12.37889121,30.69380715,99.67541072,5.806018803,9.341954075,17.54549059,0.325760455,13.9859822,310.7996045,0.11717319,0,0,5.5748034,0.0887083,0,0,0.4708962,2.9772792,7.6862412,0.5924178,0.208333857,0.068188497,0,0,0.09013911,0,0,2.1721986,0.056465146,4905.986797,6911.541,686.59711,683.559,0,11.39265,1.14230304,0,1.6253514,5.696325,23.089104,4.55706,5.7418956,0.23089104,0.57115152,0.00911412,2392.4565,0.015342102,0.012304062,6.83559,1.24691358,3.03804,5.2861896,15.14918646,2.89221408,3.86134884,18.22824,0.08050806,102.989556,45.874404,0.1367118,80.50806,56.26,42.2,227.94,2.78813846,2.121136154,416.05175,88.2740448,40.210641,22.800905,,224.014126,,0.457996516,0.910807688,2.602653331,2.443199786,0.689710988,0.025090731,,,,,,,,,,,,,,,,,,0.341,1.385,6.855,0.046,0.75,0.202,,,,,,,,,,,,,,,,,0.719718531,,0.876639235,0.495474492,0.381164743,0.432548054,,0.287170478,,0.381164743,,,0.383998165,17.45663457,0.758318312,8.021303882,4.748630706,3.272673176,10.20149974,0.758318312,7.255134833,,3.272673176,,,4.186702684,2.103404584,1.752013491,2.041558651,0.766466977,1.275091674,1.689421893,0.331168613,0.413982692,1.420844878,1.175931185,0.099160489,0.099160489,,0.766466977,2.52192838,1.673433024,2.591426104,1.136952121,1.454473983,1.858618701,0.35191295,0.66330968,1.321520074,1.297809022,0.079333749,0.156664961,1.046292037
2,1,21,B,broiler chicken DHA,S 4%,58.17125,1570.62375,4609.780706,0,128.425777,47.32805885,752.7828704,36.55332171,475.221026,361.2434625,19.63279688,5.497183125,12.56499,18.847485,17.27686125,7.85311875,11.308491,12.56499,3.1412475,14.13561375,18.00590766,37.26126544,7.034104768,12.63525272,62.632706,15.41870629,21.07034772,17.9320828,12.79942367,31.73652913,103.0615577,6.003259355,9.659316494,18.1415414,0.336827104,14.46111033,321.3580073,0.12115376,0,0,5.764189163,0.09172187,0,0,0.486893363,3.07842255,7.947356175,0.612543263,0.21541132,0.070504979,0,0,0.093201292,0,0,2.245991963,0.058383365,5072.651697,7146.338063,709.9220074,706.7806875,0,11.77967813,1.18110906,0,1.680567413,5.889839063,23.873481,4.71187125,5.936957775,0.23873481,0.59055453,0.009423743,2473.732406,0.0158633,0.012722052,7.067806875,1.24691358,3.1412475,5.46577065,15.66383066,2.99046762,3.992525573,18.847485,0.083243059,106.4882903,47.43283725,0.141356138,83.24305875,58.17125,39.52,354.55,2.847671665,1.679866228,245.846,129.8418972,42.9897475,31.51727,,248.452031,,0.162040794,0.461069423,1.734959589,0.870083653,0.32465473,3.017643018,,,,,,,,,,,,,,,,,,0.598,2.146,2.922249302,0.067,0.696,0.426,,,,,,,,,,,,,,,,,1.365149603,,1.074425756,0.455812108,0.618613648,0.836202973,,0.528946631,,0.618613648,,,0.455812108,11.67473278,0.259439402,6.380458279,4.217620627,2.162837651,5.599068237,0.259439402,6.075664541,,2.162837651,,,3.480290653,2.349981331,1.923961808,2.367790606,0.910257089,1.457533518,1.830435571,0.363030419,0.51954576,1.560931389,1.325428401,0.132105117,0.132105117,,0.910257089,2.823648516,1.924650224,2.99286892,1.319808801,1.673060119,2.018539325,0.368914582,0.805109191,1.555735642,1.43018718,0.079333749,0.24287294,1.319808801
3,1,21,B,broiler chicken DHA,S 4%,49.62938,1339.99326,3932.880218,0,109.5677278,40.37840372,642.2441865,31.18582966,405.4395407,308.1984498,16.74991575,4.68997641,10.71994608,16.07991912,14.73992586,6.6999663,9.647951472,10.71994608,2.67998652,12.05993934,15.36191905,31.78981888,6.001216382,10.77989142,53.43571553,13.15462249,17.97637654,15.29893464,10.91995549,27.0763352,87.9279921,5.121740374,8.240941854,15.47763633,0.287367391,12.33763998,274.1697774,0.10336354,0,0,4.917775264,0.07825343,0,0,0.415397911,2.62638679,6.780365896,0.522597371,0.183780309,0.060152024,0,0,0.079515608,0,0,1.916190362,0.049810348,4327.783204,6096.969333,605.6770153,602.996967,0,10.04994945,1.007674932,0,1.433792788,5.024974725,20.36789755,4.01997978,5.065174523,0.203678976,0.503837466,0.00803996,2110.489385,0.013533932,0.010853945,6.02996967,1.24691358,2.67998652,4.663176545,13.36375278,2.551347167,3.406262867,16.07991912,0.071019643,90.85154303,40.46779645,0.120599393,71.01964278,49.62938,38.92,186.69,2.607058293,1.261923346,160.5712,96.77206851,38.891743,38.019955,,150.700412,,0.26142596,0.446594767,1.649432588,2.120576686,0.46134625,3.138342246,,,,,,,,,,,,,,,,,,0.4,1.442,1.972,0.038,0.963,0.201,,,,,,,,,,,,,,,,,0.855264549,,0.873619848,0.477536023,0.396083825,0.523762314,,0.331502235,,0.396083825,,,0.477536023,14.18062342,0.633416879,9.016469593,5.959595936,3.056873657,8.508513219,0.633416879,5.672110206,,3.056873657,,,5.116653658,2.641925134,2.65646546,2.301023861,0.745821433,1.555202428,2.068310086,0.492190063,0.573615048,2.164275397,1.429308573,0.125893855,0.125893855,,0.745821433,2.969044596,2.131286695,2.850388643,1.007652463,1.84273618,2.235871515,0.379305471,0.733173081,1.751981223,1.653189471,0.076212736,0.189546709,0.931439727
4,1,21,B,broiler chicken DHA,S 4%,62.18687,1679.04549,4927.998513,0,137.2911377,50.59516244,804.7482305,39.07663434,508.0260123,386.1804627,20.98806863,5.876659215,13.43236392,20.14854588,18.46950039,8.39522745,12.08912753,13.43236392,3.35809098,15.11140941,19.24887361,39.83344813,7.519676107,13.50747695,66.95630481,16.48307512,22.52485505,19.16995255,13.68298078,33.92733372,110.1760009,6.417670397,10.32610884,19.39387029,0.360078618,15.45937535,343.5416744,0.12951713,0,0,6.162096948,0.09805352,0,0,0.520504102,3.29092916,8.495970179,0.654827741,0.230281381,0.075372009,0,0,0.099635071,0,0,2.401035051,0.062413627,5422.821955,7639.65698,758.9286389,755.5704705,0,12.59284118,1.262642208,0,1.796578674,6.296420588,25.52149145,5.03713647,6.346791952,0.255214914,0.631321104,0.010074273,2644.496647,0.016958359,0.013600268,7.555704705,1.24691358,3.35809098,5.843078305,16.74512067,3.196902613,4.268133636,20.14854588,0.088989411,113.8392842,50.7071738,0.151114094,88.98941097,62.18687,43.54,238.8,2.093584395,1.694121644,578.0051,91.3372859,44.167335,23.49268,,260.670983,,0.171717062,0.298705975,0.994207139,0.671505241,0.39486429,1.548967485,,,,,,,,,,,,,,,,,,0.239,0.825,1.781,0.091,0.432,0.238,,,,,,,,,,,,,,,,,1.314613875,,1.487887891,0.902190694,0.585697197,0.801212603,,0.513401272,,0.585697197,,,0.65292463,11.36407995,0.566762403,7.363023998,4.674001966,2.689022033,5.77721358,0.566762403,5.586866373,,2.689022033,,,4.184768389,1.680943565,1.674576028,1.459353388,0.519757712,0.939595676,1.308712519,0.302245953,0.372231046,1.372330075,0.939595676,0.115838108,0.115838108,,0.821496789,2.635818113,1.813930687,2.239334873,0.953921045,1.285413828,1.803057044,0.24008728,0.83276107,1.573843407,1.091216718,0.079333749,0.19419711,0.953921045
5,1,21,B,broiler chicken DHA,S 4%,59.3425,1602.2475,4702.596413,0,131.0115679,48.28098643,767.9397897,37.28930518,484.7893717,368.516925,20.02809375,5.60786625,12.81798,19.22697,17.6247225,8.0112375,11.536182,12.81798,3.204495,14.4202275,18.36844791,38.011503,7.175733067,12.88965743,63.89378526,15.72915448,21.49458898,18.29313662,13.05713388,32.37552881,105.1366523,6.12413208,9.853802163,18.50681257,0.343608955,14.7522778,327.8283955,0.12359314,0,0,5.880248325,0.09356865,0,0,0.496696725,3.1404051,8.10737235,0.624876525,0.219748523,0.071924563,0,0,0.095077855,0,0,2.291213925,0.059558886,5174.787087,7290.226125,724.2159439,721.011375,0,12.01685625,1.20489012,0,1.714404825,6.008428125,24.354162,4.8067425,6.05649555,0.24354162,0.60244506,0.009613485,2523.539813,0.0161827,0.012978205,7.21011375,1.24691358,3.204495,5.5758213,15.97921432,3.05067924,4.072913145,19.22697,0.084919118,108.6323805,48.3878745,0.144202275,84.9191175,59.3425,44.38,164.92,2.698838651,1.333200427,489.63565,91.3372859,41.623746,12.839345,,218.3119484,,0.174182233,0.334019724,1.556931493,3.434286586,0.734203007,2.624360802,,,,,,,,,,,,,,,,,,0.377542252,1.163504599,2.158355582,0.060990325,0.442623409,0.274692002,,,,,,,,,,,,,,,,,0.968340781,,1.041911722,0.605645373,0.436266349,0.616928763,,0.351412018,,0.436266349,,,0.450194475,13.28752845,0.615875019,8.203174772,5.934588295,2.268586477,7.916222964,0.615875019,5.371305483,,2.268586477,,,4.878165462,2.237547139,1.63862666,2.272101529,0.863441658,1.408659871,1.748085844,0.346981208,0.489461295,1.291645452,1.302466902,0.106192969,0.106192969,,0.863441658,3.343714091,2.66944971,3.42572418,1.455325353,1.970398827,2.501451197,0.572702321,0.842262893,2.096747389,1.739226374,0.082454763,0.231172452,1.264912767
