pen,Start,End,Species,Study,Diet,average feed intake g per d,"average feed intake, g","ME, kcal",Overall,"NDF,g","ADF,g","NFC,g","Crude fiber,g","Starch,g","CP,g","Arginine,g","Histidine,g","Isoleucine,g","Leucine,g","Lysine,g","Methionine,g","Phenylalanine,g","Threonine,g","Tryptophan,g","Valine,g","Alanine,g","Aspartic acid,g","Cystine,g","Met + Cys,g","Glutamic acid,g","Glycine,g","Proline,g","Serine,g","Tyrosine,g","Phe + Tyr,g","Ether extract,g","SFA,g","MUFA,g","PUFA,g","n-3 PUFA,g","n-6 PUFA,g","n-3:n-6 ratio,g","C14,g","C15:0,g","C15:1,g","C16:0,g","C16:1,g","C17:0,g","C17:1,g","C18:0,g","C18:1,g","C18:2 cis n-6 LA,g","C18:3 cis n-3 ALA,g","C20:0,g","C20:1,g","C20:4n-6 ARA,g","C20:5n-3 EPA,g","C22:0,g","C22:1,g","C22:5,g","C22:6n-3 DHA,g","C24:0,g","Ash,mg",Vitamin A IU,"beta-carotene,mg",Vitamin D3 IU,"Vitamin D3 25-Hydroxyvitamin D, IU",Vitamin E IU,Vitamin K mg,AST ppm,Thiamin mg,Riboflavin mg,Niacin mg,Pantothenic acid mg,Pyridoxine mg,Biotin mg,Folic acid mg,Vitamin B12 mg ,Choline mg,"Calcium,g","Total Phosphorus,g","Inorganic available P,g",Ca:P ratio,"Na,g","Cl,g","K,g","Mg,g","S,mg",Cu mg,I mg,"Fe,mg","Mn,mg","Se,mg","Zn,mg",average feed intake g per d,"bodyweightgain,g",akp U per ml,alt (U per L),glucose (g per L),"nefa,umol per L",pip mg per dL,tc mg per g,tg mg per g,trap U per L,uric acid mmol per L,BCA,breast mTOR,breast S6K1,breast 4E-BP1,breast MURF1,breast MAFbx,breast AMPK,breast LAT1,breast CAT1,breast SNAT2,breast VDAC1,breast ANTKMT,breast AKT1,IGF1,IGFR,IRS1,FOXO1,LC3-1,MyoD,MyoG,Pax3,Pax7,Mrf4,Mrf5,liver mTOR,liver S6K1,liver 4E-BP1,liver MURF1,liver MAFbx,liver AMPK,breast weight (g),breast PH,breast WHC,breast HARDNESS,breast SPRINGINESS,breast CHEWINESS,breast COHESIVENESS,breast GUMMINESS,breast RESILIENCE,Thigh Weight (g),thigh PH,thigh WHC,thigh HARDNESS,thigh SPRINGINESS,thigh CHEWINESS,liver weight(g),Plasma SFA,Plasma MUFA,Plasma PUFA,Plasma n-3,Plasma n-6,Plasma C16:0 ,Plasma C16:1 ,Plasma C18:0 ,Plasma C18:1 ,Plasma C18:2 ,Plasma C18:3 ,Plasma C20:5,Plasma C22:6,Liver SFA,Liver MUFA,Liver PUFA,Liver n-3,Liver n-6,Liver C16:00 ,Liver C16:1 ,Liver C18:0 ,Liver C18:1,Liver C18:2,Liver C18:3 ,Liver C20:5,Liver C22:6,Breast SFA,Breast MUFA,Breast PUFA,Breast n-3,Breast n-6,Breast C16:0,Breast C16:01,Breast C18:0,Breast C18:01,Breast C18:2,Breast C18:3 ,Breast C20:4,Breast C20:5,Breast C22:6,Thigh SFA,Thigh MUFA,Thigh PUFA,Thigh n-3,Thigh n-6,Thigh C16:0,Thigh C16:01,Thigh C18:0,Thigh C18:1,Thigh C18:2,Thigh C18:3,Thigh C20:4,Thigh C22:6
2,1,21,B,broiler microalgae,NO(5%),48.88842105,1026.656842,2814.754264,0,82.19147747,27.6752805,530.9409245,22.53532302,361.0980032,217.5160398,14.06304276,6.40716002,8.553694146,17.7685553,11.50830987,3.256658169,10.42282559,8.153811306,2.562843475,9.476042653,10.42282559,20.32328818,3.958583452,7.215138955,35.1535516,8.586341833,12.17769013,9.98208181,7.01114224,17.43396783,35.13763842,3.999136397,6.824701358,12.8222253,0.257074873,11.03840903,245.297374,0.065295375,0,0,2.906876183,0.039936951,0,0,0.739911586,5.698561468,13.44273669,0.848326549,0.157591825,0.051435508,0,0,0.059032768,0,0,0,0.044556907,29.04843402,2309.977895,15.90207263,307.9970526,0,15.39985263,0.769992632,0,2.771973473,5.543946947,53.89948421,15.39985263,5.389948421,0.230997789,0.846991895,0.015399853,2001.980842,0.010266568,0.007391929,1.305907503,1.388888889,2.053313684,1.437319579,9.371836983,1.990687617,2.665201162,55.663486,0.014691459,111.7080259,19.8304621,0.199150894,47.22139972,47.15809606,35.1,,,2.26,,,,,,173.4739442,26.95,0.95,1.016,0.929,0.738,0.954,1.013,1.064,1.661,0.382,1.101,1.054,0.79,0.828,0.64,0.9,4.733,0.845,1.093,0.762,0.843,0.839,0.762,0.843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,21,B,broiler microalgae,NO(5%),44.72631579,939.2526316,2575.120762,0,75.19412363,25.31915141,485.7393825,20.61678311,330.3560019,198.9978583,12.86578862,5.861687823,7.825477225,16.25583315,10.52855237,2.979403273,9.535480566,7.459638325,2.344656344,8.669301789,9.535480566,18.59306939,3.621570297,6.600879644,32.16076151,7.855345459,11.14094509,9.132259412,6.414250146,15.94973071,32.14620309,3.658670776,6.243681868,11.73060789,0.235188859,10.09865644,224.4140345,0.059736467,0,0,2.659399901,0.036536927,0,0,0.676919372,5.213415657,12.29829218,0.77610445,0.144175279,0.047056557,0,0,0.054007026,0,0,0,0.040763564,26.57540181,2113.318421,14.54825308,281.7757895,0,14.08878947,0.704439474,0,2.535982105,5.071964211,49.31076316,14.08878947,4.931076316,0.211331842,0.774883421,0.014088789,1831.542632,0.009392526,0.006762619,1.194729347,1.388888889,1.878505263,1.314953684,8.573967647,1.821210853,2.438299832,50.92458703,0.013440705,102.1977871,18.14219995,0.182196226,43.20121596,43.14330164,30.9,,,2.55,,,,,,164.5008148,30.49,1.0238,1,1.0848,0.7992,0.8768,1.0114,0.8982,1.35575,0.548,0.9608,0.9494,0.8772,0.525,0.51,0.683,2.5092,0.851,0.885,0.556,0.859,0.886,0.876,0.859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,21,B,broiler microalgae,NO(5%),35.98105263,755.6021053,2071.611624,0,60.49153998,20.36853927,390.7635579,16.58561733,265.7620348,160.0881335,10.35016208,4.715561619,6.2953745,13.07735676,8.469921799,2.396845438,7.671023693,6.00106748,1.886209535,6.974207432,7.671023693,14.95759703,2.913450597,5.310220475,25.87242057,6.319402647,8.962574372,7.346643709,5.160082337,12.83110603,25.86070873,2.943296881,5.022864995,9.436941373,0.189202767,8.124082715,180.5347265,0.048056294,0,0,2.139411801,0.029392922,0,0,0.544562437,4.194045045,9.893627286,0.62435402,0.115984923,0.037855665,0,0,0.043447121,0,0,0,0.032793131,21.37915709,1700.104737,11.70365702,226.6806316,0,11.33403158,0.566701579,0,2.040125684,4.080251369,39.66911053,11.33403158,3.966911053,0.170010474,0.623371737,0.011334032,1473.424105,0.007556021,0.005440335,0.961125878,1.388888889,1.511204211,1.057842947,6.897513818,1.465112482,1.961543065,40.96738606,0.010812666,82.2152214,14.59488536,0.146571696,34.75415307,34.70756264,33,,,2.35,,,,,,273.3000091,25.76,0.841,0.942,1.11,0.902,0.672,0.983,0.853,0.881,0.737,0.663,0.906,0.753,0.441,0.69,0.701,2.166,0.972,0.704,0.729,0.794,0.724,0.784,0.794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,21,B,broiler microalgae,NO(5%),37.84315789,794.7063158,2178.822465,0,63.62212141,21.42265974,410.9865037,17.44396257,279.5158537,168.3730761,10.88580764,4.959603176,6.621175141,13.75414115,8.908260447,2.520887904,8.068017459,6.311637031,1.983825376,7.335139295,8.068017459,15.73168834,3.064228612,5.585037046,27.21138002,6.646446801,9.426408965,7.726850038,5.427128901,13.49514636,27.19906207,3.095619512,5.282810234,9.92532559,0.198994462,8.544523366,189.877829,0.050543322,0,0,2.250131463,0.030914076,0,0,0.572744842,4.411096876,10.40564609,0.656665829,0.12198742,0.039814786,0,0,0.045695613,0,0,0,0.034490254,22.48557944,1788.089211,12.30934917,238.4118947,0,11.92059474,0.596029737,0,2.145707053,4.291414105,41.72208158,11.92059474,4.172208158,0.178808921,0.655632711,0.011920595,1549.677316,0.007947063,0.005721885,1.010866434,1.388888889,1.589412632,1.112588842,7.254476604,1.540935546,2.063057596,43.08754597,0.011372247,86.47005514,15.35020547,0.154157131,36.55276335,36.50376176,34,,,2.26,,,,,,92.34189896,25.23,1.003,0.959,1.139,0.961,1.069,1.206,0.788,1.228,0.512,1.233,1.059,0.969,0.954,0.704,0.815,3.489,0.918,1.337,0.6402,0.797,0.603,1.079,0.797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1,21,B,broiler microalgae,NO(5%),53.34,1120.14,3071.054234,0,89.67549604,30.19527794,579.2862257,24.58729703,393.9781051,237.3221576,15.34356571,6.990569712,9.332558424,19.38648701,12.55620933,3.553196094,11.37188531,8.896263894,2.796205482,10.3388922,11.37188531,22.17384338,4.319035812,7.872119892,38.35448971,9.368178876,13.28654061,10.89100921,7.649548074,19.02143338,38.33712754,4.363281342,7.44613065,13.9897645,0.280483056,12.04352125,267.633146,0.071240904,0,0,3.171564396,0.043573446,0,0,0.807284898,6.217449084,14.66677712,0.925571682,0.17194149,0.056119014,0,0,0.06440805,0,0,0,0.048614076,31.69346519,2520.315,17.35005009,336.042,0,16.8021,0.840105,0,3.024378,6.048756,58.80735,16.8021,5.880735,0.2520315,0.9241155,0.0168021,2184.273,0.0112014,0.008065008,1.42481808,1.388888889,2.24028,1.568196,10.22519799,2.17195146,2.90788344,60.73197455,0.016029203,121.8797003,21.63614258,0.217284757,51.52118654,51.45211871,39.6,,,2.18,,,,,,115.8963637,25.09,1.309,0.992,1.069,0.785,0.911,0.793,0.913,1.35575,0.541,0.849,0.705,0.896,0.5932,0.64,1.264,0.735,0.751,1.473,0.843,0.936,1.173,0.905,0.936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,21,B,broiler microalgae,MIX,45.36631579,952.6926316,2587.198799,0,75.66675484,25.55502715,487.2460722,20.77336756,330.6408378,201.2846134,13.02359408,5.929177862,7.917637923,16.41822847,10.66082109,3.0099371,9.644202779,7.545801988,2.373919499,8.765629634,9.630102928,18.82072874,3.659864013,6.669801114,32.51806706,7.94507547,11.25206213,9.236640871,6.488313167,16.13251595,32.232164,3.678250981,6.265764169,11.77204177,0.235410349,10.1059729,224.5780435,0.060495982,0,0,2.671445408,0.036678666,0,0,0.682318463,5.2273292,12.33708377,0.784066036,0.144428203,0.047158285,0,0,0.054398749,0,0,0,0.040775245,26.84992697,2143.558421,14.62093571,285.8077895,0,14.29038947,0.714519474,0,2.572270105,5.144540211,50.01636316,14.29038947,5.001636316,0.214355842,0.785971421,0.014290389,1857.750632,0.009526926,0.006859387,1.206108872,1.388888889,1.905385263,2.09592379,8.668454985,1.847271013,2.473190072,51.42368071,0.013490128,98.64716826,18.08917513,0.184803317,43.26110552,43.7606499,34,,,2.29,,,,,,157.3970873,30.12,1.1785,1.1185,1.261,1.94425,1.98375,1.183,0.89875,1.0525,0.78975,1.19925,0.916333333,1.07975,0.808,0.484,0.694,7.11,0.73,0.663,0.828,0.555,0.624,0.509,0.555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,21,B,broiler microalgae,MIX,43.76421053,919.0484211,2495.832226,0,72.9945937,24.65255485,470.0390435,20.03975892,318.9643017,194.1762747,12.56366763,5.719789753,7.638027618,15.83842096,10.28433564,2.903641581,9.303619071,7.279323019,2.290084856,8.456072617,9.290017155,18.15607727,3.530616414,6.434257996,31.36969595,7.664496212,10.85469709,8.910450157,6.259179272,15.56279834,31.09388951,3.548354049,6.04448956,11.35631372,0.227096865,9.749081841,216.6471005,0.058359575,0,0,2.577103677,0.035383364,0,0,0.658222479,5.042726781,11.90140134,0.756376851,0.139327741,0.045492897,0,0,0.052477665,0,0,0,0.039335272,25.90172546,2067.858947,14.10459936,275.7145263,0,13.78572632,0.689286316,0,2.481430737,4.962861474,48.25004211,13.78572632,4.825004211,0.206785895,0.758214947,0.013785726,1792.144421,0.009190484,0.006617149,1.163515301,1.388888889,1.838096842,2.021906526,8.362329678,1.782034889,2.385849701,49.60766043,0.013013726,95.16345695,17.45035837,0.178277013,41.73334547,42.21524851,38.4,,,2.28,,,,,,247.502262,25.91,1.1785,1.1185,1.261,1.94425,1.98375,1.183,0.89875,1.0525,0.78975,1.19925,0.916333333,1.07975,0.744,1.057,0.917,5.942,0.815,1.232,1.664,0.674,1.017,1.312,0.674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,21,B,broiler microalgae,MIX,44.46526316,933.7705263,2535.812605,0,74.16388366,25.0474606,477.5685317,20.36077295,324.0737452,197.2867567,12.76492323,5.811414248,7.76038009,16.09213437,10.44907894,2.950154601,9.452652415,7.395929454,2.326769397,8.591529236,9.438832611,18.44691688,3.587172854,6.537327455,31.87220262,7.787272681,11.02857693,9.053185384,6.359444169,15.81209658,31.59197809,3.605194625,6.141315375,11.53822889,0.230734697,9.905250989,220.1175394,0.059294428,0,0,2.618385933,0.035950165,0,0,0.668766451,5.123505501,12.09204818,0.768493143,0.141559612,0.046221641,0,0,0.053318297,0,0,0,0.039965379,26.3166415,2100.983684,14.33053892,280.1311579,0,14.00655789,0.700327895,0,2.521180421,5.042360842,49.02295263,14.00655789,4.902295263,0.210098368,0.770360684,0.014006558,1820.852526,0.009337705,0.006723148,1.182153486,1.388888889,1.867541053,2.054295158,8.496284642,1.81058105,2.424068286,50.40231845,0.013222191,96.68786676,17.72989317,0.181132807,42.40186596,42.89148854,32.1,,,2.46,,,,,,327.1387857,29.76,0.896,0.892,1.154,2.678,2.581,1.093,0.622,1.304,0.596,0.872,0.855,0.886,0.843,1.005,0.829,5.033,0.474,1.005,0.824,0.74,0.996,0.728,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,21,B,broiler microalgae,MIX,48.39684211,1016.333684,2760.026896,0,80.72138817,27.26213475,519.7947158,22.16105435,352.728057,214.7306759,13.89358636,6.325254317,8.446545983,17.51498655,11.37297719,3.211004642,10.28844752,8.049870946,2.532500274,9.351184595,10.27340578,20.07797683,3.904347481,7.115352123,34.69031438,8.475816393,12.00371388,9.853659969,6.921740556,17.21018807,34.38531264,3.923962721,6.684325008,12.5584288,0.251136053,10.78106446,239.5801361,0.064537189,0,0,2.849901284,0.039128847,0,0,0.727898185,5.576521292,13.16121631,0.836442622,0.154076187,0.050308517,0,0,0.058032653,0,0,0,0.043499082,28.64353549,2286.750789,15.5976324,304.9001052,0,15.24500526,0.762250263,0,2.744100947,5.488201894,53.35751841,15.24500526,5.335751841,0.228675079,0.838475289,0.015245005,1981.850684,0.010163337,0.007317603,1.286678444,1.388888889,2.032667368,2.235934105,9.247518559,1.970671013,2.638402244,54.85884654,0.014391285,105.2369218,19.29755452,0.197148408,46.15100117,46.68391573,35.6,,,2.19,,,,,,197.7761698,28.35,0.695,0.95,1.363,0.609,0.4,1.106,0.81,0.801,0.723,1.011,0.917,0.791,0.483,0.683,0.784,2.734,0.608,0.738,0.68,0.705,0.518,0.77,0.705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,21,B,broiler microalgae,MIX,49.35157895,1036.383158,2814.47465,0,82.31379957,27.79994183,530.0488387,22.59823112,359.6864133,218.9667227,14.16766868,6.450034221,8.613173149,17.86050915,11.59733481,3.274348949,10.49141035,8.208672802,2.582459553,9.535657797,10.47607187,20.4740602,3.981369539,7.255718488,35.37465905,8.643020984,12.2405142,10.04804563,7.058287497,17.54969784,35.06364047,4.001371734,6.816188391,12.80617213,0.256090278,10.99374526,244.3063945,0.065810331,0,0,2.906122013,0.039900752,0,0,0.742257618,5.686530749,13.42085098,0.852943339,0.157115687,0.051300966,0,0,0.059177478,0,0,0,0.044357199,29.20859382,2331.862106,15.90533087,310.9149474,0,15.54574737,0.777287369,0,2.798234527,5.596469053,54.4101158,15.54574737,5.44101158,0.233186211,0.855016105,0.015545747,2020.947158,0.010363832,0.007461959,1.312061078,1.388888889,2.072766316,2.280042948,9.429946715,2.009546943,2.690450678,55.94106099,0.014675186,107.3129574,19.6782423,0.201037605,47.06143373,47.60486124,35,,,2.17,,,,,,359.2924995,25.31,1.674,1.457,1.572,3.363,2.794,1.445,1.077,1.0525,0.907,1.48,0.916333333,1.3,0.7,0.775,1.318,2.439,0.995,1.304,1.012,1.032,0.741,1.115,1.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1,21,B,broiler microalgae,MIX,44.42210526,932.8642105,2533.351351,0,74.09190034,25.02314958,477.1050047,20.34101082,323.7591999,197.0952705,12.75253362,5.805773701,7.752847881,16.07651537,10.43893709,2.947291187,9.44347769,7.388750979,2.32451104,8.583190315,9.429671299,18.42901234,3.583691151,6.530982338,31.84126753,7.77971437,11.01787262,9.04439838,6.353271706,15.7967494,31.56131498,3.60169543,6.135354626,11.5270299,0.230510746,9.895636972,219.9038938,0.059236877,0,0,2.615844533,0.035915272,0,0,0.668117348,5.118532637,12.08031167,0.767747245,0.141422214,0.046176778,0,0,0.053266546,0,0,0,0.039926588,26.29109862,2098.944474,14.31662972,279.8592632,0,13.99296316,0.699648158,0,2.518733368,5.037466737,48.97537105,13.99296316,4.897537105,0.209894447,0.769612974,0.013992963,1819.08521,0.009328642,0.006716622,1.181006091,1.388888889,1.865728421,2.052301263,8.488038165,1.808823704,2.42171549,50.35339806,0.013209357,96.59402171,17.71268457,0.180957,42.3607108,42.84985814,29.6,,,2.5,,,,,,389.9506917,27.45,1.449,1.175,0.955,1.127,2.16,1.088,1.086,1.0525,0.933,1.434,0.977,1.342,0.886,1.147,1.188,4.6516,0.7244,0.751,1.264,1.139,1.025,1.838,1.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,42,B,broiler microalgae,G Control,138.1068182,2900.243182,7424.941572,0,218.3413277,74.59802495,1389.895141,60.22354967,935.4505264,591.5921843,38.3809482,17.42843135,23.29301309,48.00134485,31.44878694,8.808618592,28.33682601,22.70426372,7.001477065,25.72921736,28.1483102,55.46135037,10.72277909,19.53110766,95.44584302,23.34521747,32.89629831,27.14192582,19.07286924,47.40969524,91.80023734,10.70711778,18.16944349,34.14456298,0.66560581,28.57812624,635.0688597,0.178364956,0,0,7.660412316,0.104408755,0,0,1.980286045,14.88723828,35.1990914,2.293802333,0.41038441,0.133991235,0,0,0.157193181,0,0,0,0.115429679,78.59485008,6525.54716,41.99441918,870.0729546,0,43.50364773,2.175182387,0,7.830656591,15.66131318,152.2627671,43.50364773,15.22627671,0.652554716,2.392700625,0.043503648,5655.474205,0.026102189,0.017691483,3.521185247,1.475409836,4.350364773,7.830656591,25.46152492,5.62357153,7.5290313,150.5765657,0.038573234,291.0405054,51.44709478,0.548464988,123.3760259,133.2187552,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,22,42,B,broiler microalgae,G Control,176.7522727,3711.797727,9502.61048,0,279.4382377,95.47226288,1778.819672,77.07547981,1197.211034,757.1332428,49.12081758,22.30530608,29.81093227,61.43322182,40.24887866,11.27347206,36.26611969,29.05743733,8.960650893,32.92884236,36.02485284,70.98070794,13.72325856,24.99635943,122.1537785,29.87774463,42.1014369,34.73685903,24.40989539,60.67601509,117.4880487,13.70321485,23.2536704,43.69899464,0.851857578,36.57494127,812.775689,0.22827556,0,0,9.803971337,0.133624718,0,0,2.534415488,19.05302891,45.0486043,2.935660823,0.525219378,0.171485055,0,0,0.201179437,0,0,0,0.14772955,100.5874913,8351.544886,53.74542061,1113.539318,0,55.67696591,2.783848295,0,10.02185386,20.04370773,194.8693807,55.67696591,19.48693807,0.835154489,3.062233125,0.055676966,7238.005568,0.03340618,0.022641966,4.506493621,1.475409836,5.567696591,10.02185386,32.58624343,7.197175793,9.635826899,192.7113415,0.04936691,372.4803124,65.84317159,0.701938068,157.899467,170.4964177,102.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,22,42,B,broiler microalgae,G Control,166.9977273,3506.952273,8978.183583,0,264.0166935,90.20337149,1680.650765,72.82186394,1131.139751,715.348826,46.40995429,21.07432829,28.16573648,58.04286568,38.02763697,10.65131544,34.26467718,27.45382517,8.466133482,31.11157639,34.03672528,67.06344831,12.96590394,23.61686869,115.4123965,28.22886162,39.77795685,32.81981284,23.06277023,57.32744741,111.0041575,12.9469664,21.9703546,41.28734911,0.804845547,34.55645561,767.9204954,0.215677565,0,0,9.262913038,0.126250282,0,0,2.394547012,18.00153671,42.56247695,2.773648553,0.496233747,0.162021195,0,0,0.190076813,0,0,0,0.139576701,95.03630242,7890.642614,50.77933627,1052.085682,0,52.6042841,2.630214205,0,9.468771137,18.93754227,184.1149943,52.6042841,18.41149943,0.789064261,2.893235625,0.052604284,6838.556932,0.03156257,0.021392409,4.257790754,1.475409836,5.26042841,9.468771137,30.7878847,6.799980457,9.104048101,182.0760523,0.046642465,351.9239932,62.2094406,0.663199744,149.1853639,161.0871183,99.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,22,42,B,broiler microalgae,G Control,165.1022727,3467.147727,8876.279568,0,261.0200561,89.17954684,1661.575074,71.99532256,1118.301109,707.2294868,45.88319288,20.83513084,27.84605026,57.3840686,37.59601638,10.53042108,33.87576687,27.14221927,8.370041328,30.75845435,33.65040227,66.30226599,12.81873858,23.34881294,114.1024448,27.90845892,39.32646981,32.44730201,22.8010036,56.67677047,109.7442402,12.80001598,21.72098708,40.81873019,0.795710403,34.16423356,759.2044583,0.213229585,0,0,9.157777292,0.124817318,0,0,2.367368468,17.797216,42.07938511,2.742167138,0.490601403,0.160182225,0,0,0.187919407,0,0,0,0.13799248,93.95762312,7801.082386,50.20298157,1040.144318,0,52.00721591,2.600360795,0,9.361298863,18.72259773,182.0252557,52.00721591,18.20252557,0.780108239,2.860396875,0.052007216,6760.938068,0.03120433,0.021149601,4.209464056,1.475409836,5.200721591,9.361298863,30.43843661,6.722799443,9.000715499,180.009456,0.046113065,347.9295919,61.50335215,0.655672307,147.4920829,159.2587502,105.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,22,42,B,broiler microalgae,G Control,120.5613636,2531.788636,6481.657406,0,190.6026693,65.12089505,1213.319195,52.57259103,816.6084235,516.4347524,33.50493128,15.21427745,20.33380725,41.90312736,27.45345008,7.689548446,24.73684087,19.81985416,6.111990947,22.46050971,24.57227461,48.41539409,9.360528946,17.04982421,83.32015131,20.37937945,28.71706579,23.69374395,16.64980161,41.38664248,80.13769299,9.346857288,15.86114945,29.80674762,0.581045492,24.94748569,554.3880363,0.155705001,0,0,6.687213325,0.091144391,0,0,1.728705281,12.99592425,30.72730596,2.002391633,0.358248092,0.116968635,0,0,0.137222944,0,0,0,0.100765188,68.60995297,5696.524431,36.65933737,759.5365908,0,37.97682954,1.898841477,0,6.835829317,13.67165863,132.9189034,37.97682954,13.29189034,0.569652443,2.088725625,0.03797683,4936.98784,0.022786098,0.015443911,3.073844583,1.475409836,3.797682954,6.835829317,22.22682562,4.909138165,6.572523299,131.4469215,0.033672789,254.0659517,44.91112012,0.478786549,107.7020101,116.2942931,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,22,42,B,broiler microalgae,G Control,153.2318182,3217.868182,8238.096511,0,242.2533446,82.76775287,1542.11184,66.8190328,1037.897961,656.3813953,42.58430216,19.33713527,25.84398652,53.2582927,34.89295363,9.773309242,31.44018107,25.19075927,7.768255578,28.54699579,31.23101964,61.53529324,11.89710224,21.6700897,105.8987547,25.90190814,36.49899164,30.11441938,21.16166652,52.60184759,101.8538944,11.87972575,20.15930059,37.8839621,0.738500748,31.7079077,704.6194919,0.197898893,0,0,8.499355229,0.115843255,0,0,2.197160395,16.51763916,39.05397898,2.545011945,0.455328348,0.14866551,0,0,0.174408456,0,0,0,0.128071154,87.20229701,7240.20341,46.59350848,965.3604546,0,48.26802273,2.413401137,0,8.688244091,17.37648818,168.9380796,48.26802273,16.89380796,0.724020341,2.65474125,0.048268023,6274.842955,0.028960814,0.019628996,3.90681376,1.475409836,4.826802273,8.688244091,28.24998656,6.239446405,8.3535858,167.067211,0.042797647,322.9142948,57.08140971,0.608531052,136.8877585,147.8084308,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,42,B,broiler microalgae,H117(5%),142.2818182,2987.918182,8375.074905,0,230.0066549,67.58999598,1670.418368,59.83933622,1224.394192,485.0532594,30.16751592,14.26491898,18.814622,42.54347303,25.28346486,7.700462738,23.33952529,18.57887525,5.434724381,21.51958433,25.03397369,43.64153296,9.21922155,16.9193855,79.85898562,19.21649699,29.16985004,22.32273674,15.59514016,38.93466545,112.1918459,11.60537301,21.14788731,39.73692148,0.875460027,37.58681556,835.2614724,0.136547861,0,0,8.687969697,0.126388939,0,0,1.937067357,18.20389152,42.2124117,2.013558063,0.514818303,0.16762221,0,0,0.163140333,0,0,0,0.151786244,68.4621693,6722.81591,46.74122916,896.3754546,0,44.81877273,2.240938637,0,8.067379091,16.13475818,156.8657046,44.81877273,15.68657046,0.672281591,2.4650325,0.044818773,5826.440455,0.026891264,0.017628717,3.1881087,1.525423729,5.079460909,4.780669091,21.07259177,5.793573355,7.7566356,123.2408685,0.045177323,275.3077673,41.9400032,0.382812078,130.5362293,137.245988,80.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
